coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_roaster_location;roaster_country;origin_country_clean
Kenya Kiambu Peaberry Uklili 1904 Lot;94;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $300/8 ounces;50;68;132.28;300;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Kenya Kiambu AB Uklili 1903 Lot;94;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT$300/8 ounces;52;70;132.28;300;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2;94;Chia-Yi, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $300/8 ounces;56;78;132.28;300;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Nansebo Worka;95;Floyd, Virginia;Yirgacheffe, southern Ethiopia;Medium Light;$20.99/12 ounces;56;74;6.17;20.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Panama Elida Geisha Natural 1029;97;Los Angeles, California;Boquete growing region, western Panama;Medium Light;$100/18 grams;54;74;555.56;3.527336861;Panama;Los Angeles, California;USA;Panama
Port of Mokha Yemen JSP;97;Hong Kong, China;Al Hayma growing region, Al Kharijiyah District, Sana’a Governorate, Yemen;Medium;$60.00/100 grams;44;58;60;2.116402116;Yemen;Hong Kong, China;China;Yemen
Panama Elida Natural Catuai;95;Los Angeles, California;Alto Quiel, Panama;Medium Light;$21.95/12 ounces;58;78;6.45;21.95;Panama;Los Angeles, California;USA;Panama
Cate Natural G5;95;Yilan, Taiwan;Jimma growing region, southern Ethiopia;Medium Light;NT $200/200 grams;52;70;100;7.054673721;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Harimau Tiger Sumatra;96;Madison, Wisconsin;Mandheling growing region, northern Sumatra, Indonesia;Medium Light;$17.20/12 ounces;52;70;5.06;45705;Indonesia;Madison, Wisconsin;USA;Indonesia
Gachami Kenya;94;Madison, Wisconsin;Kirinyaga District, south-central Kenya;Medium Light;$19.20/12 ounces;56;72;5.64;45707;Kenya;Madison, Wisconsin;USA;Kenya
Ethiopia Natural “Phoenix”;95;Taoyuan City, Taiwan;Ethiopia;Medium;NT $1,400/8 ounces;44;60;0.44;;Ethiopia;Taoyuan, Taiwan;Taiwan;Ethiopia
Costa Rica SL-28 Yellow Honey Espresso;95;Taoyuan City, Taiwan;Central Valley, Costa Rica;Medium Dark;NT $1,300/8 ounces;38;46;0.44;;Rica;Taoyuan, Taiwan;Taiwan;Costa Rica
Washed Geisha Hacienda La Esmeralda Jaramillo Special;97;Boulder, Colorado;Boquete growing region, Panama;Medium Light;$125.00/4 ounces, limited availability;56;76;110.23;125;Panama;Boulder, Colorado;USA;Panama
Panama Perci Geisha Natural;96;Branford, Connecticut;Volcan, Panama;Medium Light;$60.00/8 ounces;52;72;26.46;60;Panama;Branford, Connecticut;USA;Panama
Elida Estate Geisha Green-Tip Natural;98;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$100.00/21 grams;54;78;476.19;3.527336861;Panama;Boulder, Colorado;USA;Panama
Washed Kenya;95;Taipei, Taiwan;Muranga County, South-Central Kenya;Medium;NT $550/225 grams;47;67;244.44;19.40035273;Kenya;Taipei, Taiwan;Taiwan;Kenya
Panama Hacienda La Esmeralda Super Mario Geisha;96;Newtown, Sydney, Australia;Boquete growing region, western Panama;Medium Light;AUD $18.00/18 grams;54;78;100;;Panama;Newtown, Australia;Australia;Panama
Kenya Gakundu FCS Kamviu Wet Mill;94;Toronto, Ontario, Canada;Embu County, Eastern Province, Kenya;Medium Light;CAD $21.00/12 ounces;56;78;6.17;;Kenya;Toronto, Canada;Canada;Kenya
Rukira Kenya;94;Portland, Oregon;Nyeri growing region, south-central Kenya;Medium Light;$15.00/250 grams;58;80;6;0.529100529;Kenya;Portland, Oregon;USA;Kenya
Gesha Village Lot #85 Natural;95;Madison, Wisconsin;Bench-Maji Zone, southern Ethiopia;Medium Light;$39.95/8 ounces*;54;72;17.61;39.95;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ethiopia Natural Yirgacheffe Banko Gotiti;94;Chia-Yi, Taiwan;Kochere Woreda, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $325/8 ounces;52;70;143.3;325;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Indonesia Sumatra Gayo Espresso;94;Taoyuan City, Taiwan;Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia;Dark;NT $1200/16 ounces;36;44;264.56;1200;Indonesia;Taoyuan, Taiwan;Taiwan;Indonesia
Ethiopia Limu Nano Challa Lot #10;94;Youngstown, Ohio;Jimma Zone, Oromia State, Ethiopia;Medium Light;$16.25/10 ounces;54;74;5.73;16.25;Ethiopia;Youngstown, Ohio;USA;Ethiopia
Best of Panama GNEP-01 Elida Geisha Green Tip Natural;97;Branford, Connecticut;Boquete growing region, western Panama;Medium Light;See website for more information;55;73;;;Panama;Branford, Connecticut;USA;Panama
Geisha XO;96;San Diego, California;Valle de Cauca, Colombia;Medium;$60.00/8 ounces;54;62;26.46;60;Colombia;San Diego, California;USA;Colombia
Colombia Finca La Maria Geisha Natural;96;Los Angeles, California;La Mesa, Cundinamarca, Colombia;Medium Light;$54.95/6 ounces;57;74;32.3;54.95;Colombia;Los Angeles, California;USA;Colombia
Panama Finca Kalithea Natural Geisha;96;Chia-Yi, Taiwan;Chiriqui growing region, Panama;Medium Light;NT $750/4 ounces;55;79;661.38;750;Panama;Chia-Yi, Taiwan;Taiwan;Panama
Panama Hacienda La Esmeralda Super Mario 6 Geisha;95;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$60.00/8 ounces;51;71;26.46;60;Panama;Boulder, Colorado;USA;Panama
Panama Geisha Alto Jaramillo;94;Santa Monica, California;Alto Jaramillo, Boquete growing region, western Panama;Medium Light;$40.00/4 ounces;53;71;35.27;40;Panama;Santa Monica, California;USA;Panama
Colombia Laderas del Tapias Estate Natural Geisha;94;I-Lan City, Taiwan;Neira, Caldas Department, Colombia;Medium Light;NT $1350/230 grams;52;70;586.96;47.61904762;Colombia;I-Lan, Taiwan;Taiwan;Colombia
Gesha Village Natural Lot #19;94;Yilan, Taiwan;Bench-Maji Zone, southern Ethiopia;Medium Light;NT $1200/100 grams;58;80;1200;42.32804233;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Gesha Village 1931 Lot 27;94;Charlottesville, Virginia;Bench-Maji Zone, southern Ethiopia;Medium Light;$50.00/8 ounces;60;78;22.05;50;Ethiopia;Charlottesville, Virginia;USA;Ethiopia
Ethiopia Sidamo Gora Kone;94;Sacramento, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$19.00/12 ounces;59;72;5.59;19;Ethiopia;Sacramento, California;USA;Ethiopia
Kebele Village Espresso;94;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.10/12 ounces;52;70;5.03;45674;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Panama Finca San Sebastian;94;Thermopolis, Wyoming;Boquete growing region, western Panama;Medium Light;$12.00/12 ounces;53;71;3.53;12;Panama;Thermopolis, Wyoming;USA;Panama
Yirgacheffe Gedeb G1 Natural;94;New Taipei City, Taiwan;Gedeb District, Gedeo Zone, southern Ethiopia;Light;NT $350/8 ounces;62;83;154.32;350;Ethiopia;New Taipei, Taiwan;Taiwan;Ethiopia
Kenya Kiambu Uklili AA;95;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $350/8 ounces;52;68;154.32;350;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Guji Shakisso Natural Lot 24;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $260/8 ounces;53;71;114.64;260;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Washed Yirgacheffe Nafasha Lot;94;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $275/8 ounces;55;77;121.25;275;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
El Salvador;94;Hong Kong, China;Tecapa Chinameca growing region, southeastern El Salvador;Medium;$19.65/8 ounces;47;59;8.66;19.65;Salvador;Hong Kong, China;China;El Salvador
Cup of Excellence Rwanda Champion;94;London, England;Karongi District, Western Province, Rwanda;;£40.50/10 capsules;0;0;;;Rwanda;London, England;United Kingdom;Rwanda
Ethiopia Kayon Mountain Natural;94;Lexington, Virginia;Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia;Medium;$21.00/12 ounces;50;70;6.17;21;Ethiopia;Lexington, Virginia;USA;Ethiopia
Ethiopia Natural Yirgacheffe Blue Donkey Lot;94;Chia-Yi, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $300/8 ounces;57;75;132.28;300;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Geisha Village Auction Lot #11;94;Madison, Wisconsin;Bench-Maji Zone, southern Ethiopia;Medium Light;$25.75/4 ounces;52;75;22.71;25.75;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ethiopia Yirgacheffe Chelelektu Natural;96;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;58;82;5.29;18;Ethiopia;Boulder, Colorado;USA;Ethiopia
Kenya Kimaruri;94;Santa Monica, California;Nyeri growing region, south-central Kenya;Medium Light;$23.00/12 ounces;54;72;6.76;23;Kenya;Santa Monica, California;USA;Kenya
Kenya Handege;94;Austin, Texas;Thika growing region, central Kenya;Medium;$19.00/12 ounces;53;65;5.59;19;Kenya;Austin, Texas;USA;Kenya
Colombia Valle del Cauca Cerro Azul Geisha;96;Jersey City, New Jersey;Valle del Cauca Department, western Colombia;Medium;$25.00/150 grams;48;67;16.67;0.881834215;Colombia;Jersey, New Jersey;USA;Colombia
Green-Tip Geisha;94;San Juan Lachao, Oaxaca, Mexico;Oaxaca State, Mexico;Medium Light;$35.00/8 ounces;56;78;15.43;35;Mexico;San Juan Lachao, Mexico;Mexico;Mexico
Barichu Double;94;Lee, Massachusetts;Nyeri growing region, south-central Kenya;Medium Light;$13.34/4 ounces;53;75;11.76;13.34;Kenya;Lee, Massachusetts;USA;Kenya
Rukera Kenya;97;Madison, Wisconsin;Kiambu growing region, south-central Kenya;Medium Light;$21.20/12 ounces;54;78;6.23;45709;Kenya;Madison, Wisconsin;USA;Kenya
Rukera Espresso;97;Madison, Wisconsin;Kiambu growing region, south-central Kenya;Medium Light;$21.20/12 ounces;54;78;6.23;45709;Kenya;Madison, Wisconsin;USA;Kenya
The Core Espresso;94;Emeryville, California;Ethiopia, Guatemala, Papua New Guinea, Sumatra;Medium;$17.25/12 ounces;45;67;5.07;17.25;Sumatra;Emeryville, California;USA;
Espresso Mandarina;94;Santa Rosa Beach, Florida;Congo, Ethiopia;Medium;$16.95/12 ounces;46;68;4.98;16.95;Ethiopia;Santa Rosa Beach, Florida;USA;Ethiopia
SOB Espresso;94;Silver Lake, Minnesota;Colombia;Medium;$18.95/12 ounces;46;68;5.57;18.95;Colombia;Silver Lake, Minnesota;USA;Colombia
Ethiopia Gedeb Worka Sakaro;95;Hsinchu, Taiwan;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;NT $660/225 grams;60;78;293.33;23.28042328;Ethiopia;Hsinchu, Taiwan;Taiwan;Ethiopia
La Belleza Colombia;94;Madison, Wisconsin;San Augustin, Huila, Colombia;Medium Light;$19.50/12 ounces;57;79;5.73;45796;Colombia;Madison, Wisconsin;USA;Colombia
Colombia Pink Bourbon;94;Minneapolis, MInnesota;Huila, Colombia;Medium Light;$24.95/12 ounces;56;74;7.33;24.95;Colombia;Minneapolis, MInnesota;USA;Colombia
Crystalina;94;Carlsbad, California;Caldas growing region, Colombia;Medium Light;$20.00/12 ounces;60;78;5.88;20;Colombia;Carlsbad, California;USA;Colombia
Kenya Kiambu Gititu AA;94;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $360/8 ounces;55;75;158.73;360;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ninety Plus Gesha Estates JBC Custom Lot #252;94;Madison, Wisconsin;Chiriqui Province, far western Panama;Medium Light;$49.50/4 ounces;55;74;43.65;49.5;Panama;Madison, Wisconsin;USA;Panama
La Palma Y El Tucan Hero Series Colombia Sidra Lot #190;96;San Diego, California;Cundinamarca Department, central Colombia;Medium Light;$60.00/8 ounces;57;83;26.46;60;Colombia;San Diego, California;USA;Colombia
Ka’u Champagne Natural;94;Minneapolis, MInnesota;Ka'u growing region, Big Island of Hawai'i;Light;$19.95/4 ounces;58;84;17.59;19.95;;Minneapolis, MInnesota;USA;
Monarch Gesha;94;San Rafael, California;Holualoa, North Kona growing district, “Big Island” of Hawai'i;Medium Light;$42.00/4 ounces;51;73;37.04;42;;San Rafael, California;USA;
Australian Blend Espresso;95;Shanghai, China;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/200 grams;51;73;9.5;0.670194004;Ethiopia;Shanghai, China;China;Ethiopia
Colombia Tolima Monteverde Estate Natural Wush Wush;94;Taoyuan City, Taiwan;Tolima Department, Colombia;Medium;NTD $1200/225 grams;53;64;533.33;;Colombia;Taoyuan, Taiwan;Taiwan;Colombia
Ethiopia Oromia Guji Washed;94;Taoyuan, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NTD $600/225 grams;60;79;266.67;;Ethiopia;Taoyuan, Taiwan;Taiwan;Ethiopia
Kenya Murang’a Githiga AA;94;Chia-Yi, Taiwan;Muranga District, Central Province, Kenya;Medium Light;$27.00/16 ounces;53;75;5.95;27;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Sidama Shantewene;95;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$19.00/12 ounces;58;82;5.59;19;Ethiopia;San Diego, California;USA;Ethiopia
Gesha Rebecca Natural;95;Yilan, Taiwan;Bench-Maji Zone, Southern Ethiopia;Medium Light;NT $350/8 ounces;58;80;154.32;350;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Café Granja La Esperanza Sudan Rume Natural;95;Topeka, Kansas;Valle del Cauca growing region, Colombia;Medium;$37.50/8 ounces;51;69;16.53;37.5;Colombia;Topeka, Kansas;USA;Colombia
Boru Batak Sumatra;94;Vancouver, British Columbia, Canada;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;CAD $18.00/340 grams;53;75;5.29;;Indonesia;Vancouver, Canada;Canada;Indonesia
Sumatra Tano Batak;94;Boston, Massachusetts;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$18.00/12 ounces;55;68;5.29;18;Indonesia;Boston, Massachusetts;USA;Indonesia
Sumatra Lintong;95;Johns Creek, Georgia;Lintong growing region, North Sumatra Province, Indonesia;Medium;$17.00/12 ounces;51;68;5;17;Indonesia;Johns Creek, Georgia;USA;Indonesia
Ethiopia Natural Guji Hambela G1 Bishan Fugu;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $650/16 ounces;51;73;143.3;650;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Tanzania Tarime AB;94;Bedford, New Hampshire;Mara growing region, Tarime, Tanzania;Medium Light;$17.00/12 ounces;56;80;5;17;Tanzania;Bedford, New Hampshire;USA;Tanzania
El Salvador Cerro Las Ranas Honey Espresso;94;Chia-Yi, Taiwan;Santa Ana region, El Salvador;Medium Light;NT $360/16 ounces;50;74;79.37;360;Salvador;Chia-Yi, Taiwan;Taiwan;El Salvador
Panama Baru Geisha Black;94;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $550/4 ounces;52;74;485.01;550;Panama;Chia-Yi, Taiwan;Taiwan;Panama
Flight Seasonal Espresso;94;Floyd, Virginia;Costa Rica, Ethiopia;Medium Light;$17.99/12 ounces;54;78;5.29;17.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Eaagads Estate Kenya;94;Austin, Texas;Kiambu County, south-central Kenya;Medium Light;$19.00/12 ounces;52;76;5.59;19;Kenya;Austin, Texas;USA;Kenya
Ethiopia Guji;94;Martinez, California;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$12.00/8 ounces;54;78;5.29;12;Ethiopia;Martinez, California;USA;Ethiopia
Ethiopia Yirgacheffe G1;94;Minxiong, Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Light;NT $250/225 grams;58;84;111.11;8.818342152;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Kenya Karindundu AA Small Lot Reserve;97;Boulder, Colorado;Nyeri growing region, south-central Kenya;Medium Light;$18.00/12 ounces;54;78;5.29;18;Kenya;Boulder, Colorado;USA;Kenya
Rwanda Kanzu;94;Boulder, Colorado;Nyamasheke, Rwanda;Medium Light;$24.00/12 ounces;55;77;7.05;24;Rwanda;Boulder, Colorado;USA;Rwanda
Ethiopia Kochere Natural;94;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;52;74;5.29;18;Ethiopia;Boulder, Colorado;USA;Ethiopia
Kenya Thirikwa Single-Origin Espresso;94;Sacramento, California;Nyeri growing region, south-central Kenya;Medium;$22.00/12 ounces;42;64;6.47;22;Kenya;Sacramento, California;USA;Kenya
Sumatra Tano Batak;95;Kihei, Maui, Hawaii;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$20.99/12 ounces;54;76;6.17;20.99;Indonesia;Maui, Hawaii;USA;Indonesia
Rwanda Mushonyi Natural;94;Santa Rosa Beach, Florida;Rustiro District, Western Province, Rwanda;Medium Light;$19.95/8 ounces;54;78;8.8;19.95;Rwanda;Santa Rosa Beach, Florida;USA;Rwanda
Ethiopia Hambela Natural Organic;94;Branford, Connecticut;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.99/16 ounces;52;76;4.41;19.99;Ethiopia;Branford, Connecticut;USA;Ethiopia
Kenya AB;94;Waterbury Center, Vermont;South-central Kenya;Medium;$18.00/12 ounces;47;69;5.29;18;Kenya;Waterbury, Vermont;USA;Kenya
Tanzania Ngorongoro Ridge Peaberry;95;Bedford, New Hampshire;Arusha Region, northern Tanzania;Medium Light;$16.00/12 ounces;55;79;4.7;16;Tanzania;Bedford, New Hampshire;USA;Tanzania
100% Kona Bourbon Pointu Laurina;95;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$44.95/8 ounces;52;74;19.82;44.95;Hawaii;Holualoa, Hawaii;USA;United States
Ethiopia Haro Wachu;94;Belmar, New Jersey;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$15.00/8 ounces;50;72;6.61;15;Ethiopia;Belmar, New Jersey;USA;Ethiopia
Banco Gotete Ethiopia;94;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.50/12 ounces;53;75;5.44;45795;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Kenya Ruthaka Peaberry;95;Sacramento, California;Nyeri growing region, south-central Kenya;Medium;$19.00/12 ounces;48;72;5.59;19;Kenya;Sacramento, California;USA;Kenya
Honduras Las Flores Parainema;94;Brooklyn, New York;Santa Bárbara, Honduras;Medium Light;$22.00/12 ounces;56;80;6.47;22;Honduras;Brooklyn, New York;USA;Honduras
Kivu DR Congo;94;Madison, Wisconsin;Kalehe, South Kivu Province, Democratic Republic of the Congo;Medium Light;$16.90/12 ounces;56;78;4.97;45916;Congo;Madison, Wisconsin;USA;Democratic Republic of the Congo
Panama Ninety Plus Perci Lot 50;97;San Diego, California;Chiriqui Province, far western Panama;Medium Light;$60.00/8 ounces;50;74;26.46;60;Panama;San Diego, California;USA;Panama
Colombia Sidra;94;Changhua County, Taiwan;Tolima Department, Colombia;Medium Light;$15.00/8 ounces;58;80;6.61;15;Colombia;Changhua, Taiwan;Taiwan;Colombia
Colombia Geisha;94;Minneapolis, MInnesota;Huila, Colombia;Medium Light;$12.95/6 ounces;53;77;7.61;35034;Colombia;Minneapolis, MInnesota;USA;Colombia
Kenya Murunga New Gatanga FCS Mukurwe Factory AB;94;Yilan, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;$16.00/8 ounces;54;76;7.05;16;Kenya;Yilan, Taiwan;Taiwan;Kenya
Ethiopia WORKA;94;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.99/12 ounces;60;80;5.29;17.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Ethiopia Banko Dhadhato Washed;94;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Light;$17.99/12 ounces;62;82;5.29;17.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Kenya Karuthi AA;95;Portland, Oregon;Nyeri growing region, south-central Kenya;Medium Light;$15.00/250 grams;56;72;6;0.529100529;Kenya;Portland, Oregon;USA;Kenya
Kenya Nyeri Nudurutu Factory AB;94;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $300/8 ounces;57;79;132.28;300;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Kochere Washed Saona Lot;95;Chia-Yi, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $290/8 ounces;57;79;127.87;290;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Guji Natural Dasaya;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $300/8 ounces;57;79;132.28;300;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Holiday Sweet Blend;94;Floyd, Virginia;Ethiopia, Rwanda, Colombia;Medium Light;$16.99/12 ounces;54;76;4.99;16.99;Colombia;Floyd, Virginia;USA;Colombia
Colombia El Obraje Gesha;94;Hillsborough, North Carolina;Narino Department, southern Colombia;Medium Light;$24.00/6 ounces;54;74;14.11;24;Colombia;Hillsborough, North Carolina;USA;Colombia
Flowery Nekisse;95;Kaohsiung City, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$18.00/8 ounces;60;80;7.94;18;Ethiopia;Kaohsiung, Taiwan;Taiwan;Ethiopia
Baru Gesha;96;Los Angeles, California;Boquete growing region, western Panama;Medium Light;$30.00/250 grams;55;75;12;1.058201058;Panama;Los Angeles, California;USA;Panama
Camilina Geisha;94;San Diego, California;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$45.00/8 ounces;54;78;19.84;45;Panama;San Diego, California;USA;Panama
Mama Cata Geisha Washed;94;Branford, Connecticut;Alto Quiel, Boquete growing region, western Panama;Medium Light;$54.00/12 ounces;56;84;15.87;54;Panama;Branford, Connecticut;USA;Panama
Wei Rong Blend;94;Kaohsiung City, Taiwan;Ethiopia, Guatemala, Kenya;Medium Light;NT $300/8 ounces;55;72;132.28;300;Kenya;Kaohsiung, Taiwan;Taiwan;Kenya
Kiunyu Peaberry;94;San Diego, California;South-central Kenya;Medium Light;$26.00/12 ounces;52;76;7.64;26;Kenya;San Diego, California;USA;Kenya
Kona Mocca®;96;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium;$44.95/8 ounces;46;64;19.82;44.95;Hawaii;Holualoa, Hawaii;USA;United States
Kibugu Kenya;95;Lexington, Virginia;Embu County, Eastern Province, Kenya;Medium Light;$19.95/12 ounces;54;74;5.86;19.95;Kenya;Lexington, Virginia;USA;Kenya
Poseidon Blend Espresso;95;Yilan, Taiwan;Yirgacheffe, Sidamo, Huehuetenango;Medium Light;NT $300/227 grams;52;74;132.16;10.58201058;Huehuetenango;Yilan, Taiwan;Taiwan;
Kenya Gikirima Kibugu;94;Youngstown, Ohio;Embu County, Eastern Province, Kenya;Medium Light;$16.25/10 ounces;56;74;5.73;16.25;Kenya;Youngstown, Ohio;USA;Kenya
Elida Estate Geisha Natural Dragonfly Reserve;95;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$70.00/8 ounces;54;78;30.86;70;Panama;Boulder, Colorado;USA;Panama
Costa Rica Geisha Honey COE 2018 2nd Place;94;Boulder, Colorado;Tarrazu growing region, Costa Rica;Medium Light;$45.00/8 ounces;50;76;19.84;45;Rica;Boulder, Colorado;USA;Costa Rica
Guatemala Pacamara Natural;95;Hsinchu, Taiwan;Acatenango growing region, Guatemala;Medium Light;NT $1450/8 ounces;57;77;639.33;1450;Guatemala;Hsinchu, Taiwan;Taiwan;Guatemala
